Text#,Title,Authors,Subjects,Bookshelves
18300,"History of English Humour, Vol. 1
With an Introduction upon Ancient Humour","L'Estrange, A. G. K. (Alfred Guy Kingan), 1832-1915",English wit and humor -- History and criticism; Wit and humor -- History and criticism,Browsing: History - General; Browsing: Humour; Browsing: Literature
18304,American Adventures: A Second Trip 'Abroad at home',"Street, Julian, 1879-1947; Morgan, Wallace, 1875-1948 [Illustrator]",Southern States -- Description and travel; Southern States -- Social life and customs,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
18307,The Adventures of Akbar,"Steel, Flora Annie Webster, 1847-1929; Shaw, Byam, 1872-1919 [Illustrator]","Akbar, emperor of Hindustan, 1542-1605 -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
18309,Emerson's Wife and Other Western Stories,"Kelly, Florence Finch, 1858-1939",Western stories,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
18310,The Delight Makers,"Bandelier, Adolph Francis Alphonse, 1840-1914",Historical fiction; Pueblo Indians -- Fiction,Native America; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
18314,"Types of Naval Officers, Drawn from the History of the British Navy","Mahan, A. T. (Alfred Thayer), 1840-1914","Saumarez, James, 1757-1836; Admirals -- Great Britain -- Biography; Great Britain -- History, Naval -- 19th century; Great Britain. Royal Navy -- History; Great Britain. Royal Navy -- Biography; Hawke, Edward Hawke, Baron, 1705-1781; Rodney, George Brydges Rodney, Baron, 1719-1792; Howe, Richard Howe, Earl, 1726-1799; St. Vincent, John Jervis, Viscount, 1735-1823; Exmouth, Edward Pellew, Viscount, 1757-1833; Great Britain -- History, Naval -- 18th century",Browsing: Biographies; Browsing: History - British; Browsing: History - Warfare
18315,"The Works of the Right Honourable Edmund Burke, Vol. 12 (of 12)","Burke, Edmund, 1729-1797",Great Britain -- Politics and government -- 1760-1820; Political science -- Early works to 1800,Browsing: History - British; Browsing: History - General; Browsing: Politics
18316,Notable Women of Olden Time,Anonymous,Bible. Old Testament -- Biography; Women in the Bible,Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
18318,Crittenden: A Kentucky Story of Love and War,"Fox, John, Jr., 1862-1919","Kentucky -- Fiction; Spanish-American War, 1898 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - Warfare; Browsing: Fiction
18320,"Marine Protozoa from Woods Hole
Bulletin of the United States Fish Commission 21:415-468, 1901","Calkins, Gary N. (Gary Nathan), 1869-1943","Protozoa -- Massachusetts -- Woods Hole; United States Fisheries Biological Station at Woods Hole, Massachusetts",Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
18323,Model Speeches for Practise,"Kleiser, Grenville, 1868-1953","Speeches, addresses, etc.",Browsing: Language & Communication; Browsing: Literature
18324,"The Third Great Plague
A Discussion of Syphilis for Everyday People","Stokes, John H. (John Hinchman), 1885-1961",Syphilis,Browsing: Drugs/Alcohol/Pharmacology; Browsing: Health & Medicine
18325,With Our Soldiers in France,"Eddy, Sherwood, 1871-1963","World War, 1914-1918 -- War work -- Young Men's Christian Associations",World War I; Browsing: History - General; Browsing: History - Warfare
18327,"The Cockaynes in Paris; Or, 'Gone abroad'","Jerrold, Blanchard, 1826-1884; Doré, Gustave, 1832-1883 [Illustrator]",Paris (France) -- Description and travel,Browsing: Literature; Browsing: Travel & Geography
18328,The Story of Sigurd the Volsung and the Fall of the Niblungs,"Morris, William, 1834-1896",Völsunga saga,Fantasy; Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
18329,"The National Preacher, Vol. 2. No. 6., Nov. 1827
Or Original Monthly Sermons from Living Ministers","Dickinson, Austin, 1791-1849 [Editor]; Patton, William, 1798-1879",Sermons -- Periodicals,Christianity; The National Preacher; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
18332,The Harvest of Years,"Ewell, Martha Lewis Beckwith, 1841-1902",Christian life -- Fiction; Domestic fiction; Conduct of life -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
18333,"The Illustrated War News, Number 15, Nov. 18, 1914",Various,"World War, 1914-1918 -- Periodicals",World War I; The Illustrated War News; Browsing: History - General; Browsing: History - Warfare
18334,"The Illustrated War News, Number 21, Dec. 30, 1914",Various,"World War, 1914-1918 -- Periodicals",World War I; The Illustrated War News; Browsing: History - General; Browsing: History - Warfare
18335,The Breath of Life,"Burroughs, John, 1837-1921",Life (Biology),Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
18336,The Lighted Match,"Buck, Charles Neville, 1879-1957; Schabelitz, R. F. (Rudolph Frederick), 1884- [Illustrator]",Fiction,Browsing: Literature; Browsing: Fiction
18337,"Chambers's Edinburgh Journal, No. 430
Volume 17, New Series, March 27, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,Chambers's Edinburgh Journal; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General
18338,The Complete Poems of Paul Laurence Dunbar,"Dunbar, Paul Laurence, 1872-1906; Howells, William Dean, 1837-1920 [Commentator]",African Americans -- Poetry,Browsing: Literature; Browsing: Poetry
18341,Come Lasses and Lads,"Caldecott, Randolph, 1846-1886 [Illustrator]","Picture books for children; Songs, English",Children's Picture Books; Browsing: Art & Photography; Browsing: Children & Young Adult Reading
18342,The Answer,"Piper, H. Beam, 1904-1964",Science fiction; Short stories,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
18343,The Pied Piper of Hamelin,"Browning, Robert, 1812-1889; Greenaway, Kate, 1846-1901 [Illustrator]","Children's poetry, English; Picture books for children; Pied Piper of Hamelin (Legendary character) -- Juvenile poetry",Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Poetry
18344,"The Song of Sixpence
Picture Book","Crane, Walter, 1845-1915",Fairy tales; Nursery rhymes; Picture books for children,Children's Picture Books; Browsing: Art & Photography; Browsing: Children & Young Adult Reading
18345,"Scientific American Supplement, No. 315,  January 14, 1882",Various,Science -- Periodicals,Scientific American; Browsing: Computers & Technology; Browsing: Science - General
18346,Null-ABC,"Piper, H. Beam, 1904-1964; McGuire, John J. (John Joseph), 1917-1981; Van Dongen, H. R., 1920-2010 [Illustrator]",Science fiction; Literacy -- Fiction; Nuclear warfare -- Social aspects -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
18347,"Carnegie Library of Pittsburgh Debate Index
Second Edition",Carnegie Library of Pittsburgh,Social problems -- Bibliography,Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
18349,In the Irish Brigade: A Tale of War in Flanders and Spain,"Henty, G. A. (George Alfred), 1832-1902; Sheldon, Charles Mills, 1866-1928 [Illustrator]","Adventure stories; Kidnapping -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Diligence -- Juvenile fiction; Soldiers -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Courage -- Juvenile fiction; Treason -- Juvenile fiction; War -- Juvenile fiction; Spanish Succession, War of, 1701-1714 -- Juvenile fiction; France. Armée. Irish Brigade -- Juvenile fiction; Spain -- Juvenile fiction; Flanders (France) -- Juvenile fiction",Historical Fiction; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
18350,Social Life in the Insect World,"Fabre, Jean-Henri, 1823-1915; Miall, Bernard, 1876-1953 [Translator]",Insect societies; Insects -- Behavior,Animals-Wild-Insects; Biology; Browsing: Nature/Gardening/Animals; Browsing: Science - General
18351,A Woman's Love Letters,"Hensley, Sophia Margaretta, 1866-1913",Poetry,Browsing: Literature; Browsing: Poetry
18352,Captured by the Navajos,"Curtis, Charles A. (Charles Albert), 1835-1907","Western stories; Indian captivities -- Fiction; Navajo Indians -- Fiction; New Mexico -- History -- Civil War, 1861-1865 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
18355,Insights and Heresies Pertaining to the Evolution of the Soul,"Ammyeetis, 1835-1917",Spiritual life -- Miscellanea,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
18356,Orange and Green: A Tale of the Boyne and Limerick,"Henty, G. A. (George Alfred), 1832-1902",Historical fiction; Ireland -- History -- War of 1689-1691 -- Fiction,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
18357,"A Jacobite Exile
Being the Adventures of a Young Englishman in the Service of Charles the Twelfth of Sweden","Henty, G. A. (George Alfred), 1832-1902","Christian life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Adventure stories; Rescues -- Juvenile fiction; Escapes -- Juvenile fiction; Battles -- Juvenile fiction; Prisoners -- Juvenile fiction; Spies -- Juvenile fiction; Jacobites -- Juvenile fiction; Exiles -- Juvenile fiction; Wolves -- Juvenile fiction; Sweden -- History -- Charles XII, 1697-1718 -- Juvenile fiction",Historical Fiction; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
18359,The Story of My Boyhood and Youth,"Muir, John, 1838-1914","Naturalists -- United States -- Biography; Conservationists -- United States -- Biography; Muir, John, 1838-1914 -- Childhood and youth; Frontier and pioneer life -- Wisconsin; Wisconsin -- Social life and customs",Browsing: Biographies; Browsing: History - American; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography
18360,"The Farmer's Boy
One of R. Caldecott's picture books","Caldecott, Randolph, 1846-1886","Picture books for children; Nursery rhymes, English",Children's Picture Books; Browsing: Art & Photography; Browsing: Children & Young Adult Reading
18361,Operation: Outer Space,"Leinster, Murray, 1896-1975",Science fiction; Interstellar travel -- Fiction; Television programs -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
18362,"Fifteen Thousand Useful Phrases
A Practical Handbook Of Pertinent Expressions, Striking Similes, Literary, Commercial, Conversational, And Oratorical Terms, For The Embellishment Of Speech And Literature, And The Improvement Of The Vocabulary Of Those Persons Who Read, Write, And Speak English","Kleiser, Grenville, 1868-1953",English language -- Terms and phrases,Reference; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication; Browsing: Literature
18364,My War Experiences in Two Continents,"Macnaughtan, S. (Sarah), 1864-1916; Salmon, Betty Keays-Young [Editor]","World War, 1914-1918 -- Hospitals, charities, etc.; World War, 1914-1918 -- Personal narratives, English",World War I; Browsing: History - General; Browsing: History - Warfare
18366,The Challenge of the North,"Hendryx, James B. (James Beardsley), 1880-1963",Canada -- Fiction,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
18369,"Westminster Sermons
with a Preface","Kingsley, Charles, 1819-1875","Sermons, English -- 19th century",Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
18370,"Manhood Perfectly Restored
Prof. Jean Civiale's Soluble Urethral Crayons as a Quick, Painless, and Certain Cure for Impotence, Etc.",Civiale Remedial Agency,Patent medicines; Sexual disorders -- Popular works,Medicine; Browsing: Health & Medicine; Browsing: Sexuality & Erotica
18371,"Giotto and his works in Padua
An Explanatory Notice of the Series of Woodcuts Executed for the Arundel Society After the Frescoes in the Arena Chapel","Ruskin, John, 1819-1900","Giotto, 1266?-1337; Cappella degli Scrovegni nell'Arena (Padua, Italy); Mural painting and decoration -- Italy -- Padua",Browsing: Art & Photography; Browsing: History - European
18372,"The Argosy, Vol. 51, No. 2, February, 1891","Various; Wood, Charles W. (Charles William), 1841-1919 [Editor]",English periodicals,The Argosy; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
18373,"The Argosy, Vol. 51, No. 3, March, 1891","Various; Wood, Charles W. (Charles William), 1841-1919 [Editor]",English periodicals,The Argosy; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
18374,"The Argosy, Vol. 51, No. 4, April, 1891","Various; Wood, Charles W. (Charles William), 1841-1919 [Editor]",English periodicals,The Argosy; Browsing: Encyclopedias/Dictionaries/Reference
18375,"The Argosy, Vol. 51, No. 5, May, 1891","Various; Wood, Charles W. (Charles William), 1841-1919 [Editor]",English periodicals,The Argosy; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
18376,A Lecture on the Preservation of Health,"Garnett, Thomas, 1766-1802",Health -- Early works to 1800,Browsing: Health & Medicine
18377,The Arian Controversy,"Gwatkin, Henry Melvill, 1844-1916",Arianism,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
18378,Catholic Problems in Western Canada,"Daly, George Thomas, 1872-1956",Catholic Church -- Canada,Canada; Christianity; Browsing: Culture/Civilization/Society; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
18379,Abraham Lincoln,"Charnwood, Godfrey Rathbone Benson, Baron, 1864-1945","Lincoln, Abraham, 1809-1865; Presidents -- United States -- Biography",US Civil War; Browsing: Biographies; Browsing: History - American
18380,The War After the War,"Marcosson, Isaac Frederick, 1876-1961","Lloyd George, David, 1863-1945; Hughes, William Morris, 1864-1952; World War, 1914-1918 -- Economic aspects",World War I; Browsing: Economics; Browsing: History - General; Browsing: History - Warfare
18382,"Chambers's Edinburgh Journal, No. 433
Volume 17, New Series, April 17, 1852","Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Periodicals,Chambers's Edinburgh Journal; Browsing: Encyclopedias/Dictionaries/Reference
18383,"Anecdotes of Painters, Engravers, Sculptors and Architects, and Curiosities of Art (Vol. 3 of 3)","Spooner, Shearjashub, 1809-1859",Art -- Anecdotes; Artists -- Anecdotes,Art; Browsing: Art & Photography; Browsing: Biographies
