Topics,Subjects_Count
Sports -- Greece,2
"Didactic poetry, Latin -- History and criticism",2
"Literature, Medieval -- Roman influences",2
Latin poetry -- Appreciation,2
Agriculture in literature,2
"Charleston (S.C.) -- History -- Slave Insurrection, 1822",2
"Fantasy fiction, American -- Translations into French",2
"Doubleday, Abner, 1819-1893",2
"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775",2
Cherokee Indians,2
"Bird, Isabella L. (Isabella Lucy), 1831-1904 -- Travel -- China -- Tibet Autonomous Region",2
Missions -- Africa,2
Spain -- Social conditions -- 19th century -- Fiction,2
United States -- Ethnic relations,2
African Americans -- Economic conditions,2
"Zoology, Economic",2
"Philippines -- History -- Philippine American War, 1899-1902 -- Juvenile fiction",2
Antislavery movements -- Massachusetts -- Boston,2
"Boiardo, Matteo Maria, 1440 or 1441-1494",2
"Epic poetry, Italian -- History and criticism",2
"Vesey, Denmark, approximately 1767-1822",2
Christian legends,2
Civil war -- Fiction,2
New York (N.Y.) -- Poetry,2
"Asquith, Margot, 1864-1945",2
"Powell, John Wesley, 1834-1902",2
Indians of North America -- Wisconsin,2
Fur trade -- United States,2
Jews -- United States -- Biography,2
Jews -- Folklore,2
"Influenza Epidemic, 1918-1919",2
"Beale, Dorothea, 1831-1906",2
Hawaii -- Fiction,2
"Savonarola, Girolamo, 1452-1498",2
Novelists,2
Dissenters -- France -- Fiction,2
France -- Politics and government -- 1789-1900 -- Fiction,2
Scotland -- History -- 18th century -- Sources,2
Japan -- History -- To 1868 -- Fiction,2
Cycling for women,2
"World War, 1914-1918 -- Medical care -- France",2
Midwifery -- Early works to 1800,2
"Waheenee, 1839?-1932",2
British -- China -- Tibet Autonomous Region -- History -- 19th century,2
Women travelers -- China -- Tibet Autonomous Region -- Biography,2
"Short stories, Cebuano",2
"United States -- History -- Civil War, 1861-1865 -- Biography -- Juvenile literature",2
Automaton chess players,2
Sheriffs -- Juvenile fiction,2
Generals -- Confederate States of America -- Biography -- Juvenile literature,2
"Malthus, T. R. (Thomas Robert), 1766-1834",2
France -- Social life and customs -- 20th century -- Fiction,2
Television game shows -- Fiction,2
Liberty -- History,2
United States. Coast Guard -- Juvenile fiction,2
Pears,2
Plum,2
Pride and vanity -- Fiction,2
"Papal States -- History -- Julius II, 1503-1513",2
"Butler, Eleanor, Lady, 1739-1829",2
"Ponsonby, Sarah, 1755-1831",2
"Korolenko, Vladimir Galaktionovich, 1853-1921 -- Translations into English",2
Millers -- Juvenile fiction,2
Postal service -- Fiction,2
Confectionery -- Early works to 1800,2
Mail steamers -- Great Britain,2
Turtles -- Juvenile fiction,2
Detroit (Mich.) -- Fiction,2
"English language -- Old English, ca. 450-1100 -- Readers",2
"Soviet Union -- History -- Revolution, 1917-1921 -- Personal narratives",2
Pampas (Argentina) -- Fiction,2
Printers -- France -- Biography,2
Explorers -- France -- Biography,2
"Authors, Irish -- 18th century -- Correspondence",2
"Johnson, Esther, 1681-1728 -- Correspondence",2
"Swift, Jonathan, 1667-1745 -- Correspondence",2
Classical poetry -- Translations into English,2
Essex (Whaleship),2
"Gallatin, Albert, 1761-1849",2
Beowulf -- Adaptations,2
"Gyges, King of Lydia, -approximately 648 B.C. -- Drama",2
"Short stories, German -- Translations into Finnish",2
Religious thought -- 19th century,2
English fiction -- Translations into Italian,2
"Nicholas II, Emperor of Russia, 1868-1918",2
Legends -- Spain,2
Social isolation -- Fiction,2
Psychiatric hospitals -- Great Britain,2
"Fantasy fiction, Austrian",2
Church of England -- Dictionaries,2
Ritualism -- History -- 19th century,2
Great Britain -- Commerce,2
Malabar Coast (India) -- Description and travel,2
Roanoke Colony,2
Mounds -- Ohio,2
Indians of North America -- Ohio,2
Prohibition -- Fiction,2
Manufactures,2
Nobility -- Papal States -- Biography,2
Dalkeith (Scotland) -- Fiction,2
Confederate States of America. Army. Morgan's Cavalry Division,2
"Russo-Swedish War, 1808-1809 -- Juvenile fiction",2
Shropshire (England) -- Directories,2
"Stores, Retail -- Fiction",2
"United States. Army. Connecticut Infantry Regiment, 29th (1864-1865)",2
Work -- Fiction,2
Grail -- Legends -- History and criticism,2
"Scott, Walter, 1771-1832 -- Knowledge -- Literature",2
Warships -- Fiction,2
Canada -- History -- 1867-1914,2
Mammals -- Kansas,2
Reconstruction (1914-1939) -- Germany,2
Jihad,2
Catholic emancipation,2
Folk tales,2
Natural history -- Southern States,2
Opium trade -- Indonesia -- Fiction,2
Catholics -- Juvenile fiction,2
Kindergarten -- Methods and manuals,2
Kindergarten,2
Italian drama (Tragedy),2
Shrews,2
"Amphibians, Fossil",2
Devil -- Early works to 1800,2
Moles (Animals),2
"Great Britain. Army. Regiment of Foot, 71st (Highland Light Infantry)",2
False personation -- Fiction,2
Sanskrit literature -- History and criticism,2
Vedas,2
Literary landmarks,2
"Riddles, Finnish",2
Bats -- Mexico,2
Anarchism -- History,2
Skunks -- Juvenile fiction,2
Stoves -- Juvenile fiction,2
Folklore -- Australia,2
"Wagner, Richard, 1813-1883 -- Correspondence",2
Flagellation,2
"Van Winkle, Rip (Fictitious character) -- Fiction",2
Hudson River (N.Y. and N.J.) -- Fiction,2
Climate change mitigation -- Fiction,2
Ely Cathedral,2
Islam -- Relations,2
Mammals -- Colorado -- Mesa Verde National Park,2
Seduction -- Poetry,2
Mammals -- South Dakota,2
"Quartier latin (Paris, France)",2
United States -- Politics and government -- To 1775,2
Massachusetts -- Politics and government -- To 1775,2
Learning and scholarship,2
Christianity and other religions -- Roman -- Fiction,2
"Flodden, Battle of, England, 1513 -- Poetry",2
Veterinary anatomy,2
Church year,2
Diplomats -- Great Britain -- Biography,2
South America -- Social life and customs,2
"Napoleonic Wars, 1800-1815 -- Drama",2
Economics -- Early works to 1800,2
Sabbath -- Juvenile fiction,2
Greek drama -- History and criticism,2
"Poland -- History -- Revolution, 1830-1832",2
Motion pictures -- Production and direction -- Fiction,2
Games -- Fiction,2
Police -- Family relationships -- Fiction,2
Great Britain -- Colonies -- America -- Administration,2
Antisemitism -- France -- History -- 19th century,2
Mexico,2
Wealth -- United States,2
Teachers -- Training of,2
Privateering -- Juvenile fiction,2
"Finance, Personal -- Juvenile fiction",2
"World War, 1914-1918 -- Economic aspects -- Germany",2
Episcopal Church -- Dictionaries,2
Theater -- China,2
"Authors, French -- Correspondence",2
"Moving, Household -- Juvenile fiction",2
"Rome -- History -- Germanic Invasions, 3rd-6th centuries",2
Fertilization of plants,2
Pollination,2
"Esterhazy, Ferdinand Walsin, 1847-1923",2
Treason -- France -- History -- 19th century,2
"Borglum, Gutzon, 1867-1941",2
Europa (Satellite) -- Fiction,2
"Toft, Mary, 1703-1763",2
Franciscans,2
Holy Roman Empire -- History -- 843-1273 -- Sources,2
Italy -- History -- 476-1268 -- Sources,2
Siberia (Russia),2
Art -- Forgeries -- Fiction,2
Catskill Mountains Region (N.Y.) -- History -- 18th century -- Fiction,2
"Nursery rhymes, American",2
"Cellini, Benvenuto, 1500-1571",2
Sculptors -- Italy -- Biography,2
Japan -- Politics and government,2
French literature -- Translations into Finnish,2
Ireland -- Social conditions -- Fiction,2
George Washington Carver National Monument (Mo.) -- Problems and exercises -- Juvenile literature,2
Greece -- History -- Juvenile literature,2
Telemachus (Greek mythology) -- Fiction,2
Yucatán Peninsula -- Antiquities,2
"Freud, Sigmund, 1856-1939 -- Views on art",2
Water birds,2
N.Y. City Lunatic Asylum,2
Hurricanes -- Juvenile fiction,2
"Bible. Gospels -- Criticism, Textual",2
Historic buildings -- Pennsylvania -- Philadelphia,2
Monarchy,2
Fathers-in-law -- Fiction,2
"Burke, Edmund, 1729-1797. Reflections on the revolution in France",2
Bible -- Juvenile literature,2
Enlightenment,2
Ego (Psychology),2
"Pompey, the Great, 106 B.C.-48 B.C. -- Drama",2
Children of the rich -- Drama,2
Salvation Army -- Drama,2
Elephant hunting -- Juvenile fiction,2
Wales -- Biography,2
"United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Army of the Cumberland",2
Composers -- Hungary -- Correspondence,2
"Lawrence, T. E. (Thomas Edward), 1888-1935",2
"Hannibal, 247 B.C.-182 B.C.",2
Blood pressure,2
Europe -- Historical geography,2
Nobility -- France -- Biography,2
"Merriwell, Frank, Jr. (Fictitious character) -- Juvenile fiction",2
Educational tests and measurements,2
Kikuyu (African people),2
"World War, 1914-1918 -- Prince Edward Island -- Juvenile fiction",2
Country life -- Canada -- Juvenile fiction,2
Dakota Indians -- Missions,2
Bible. Epistles of Paul -- Commentaries,2
"Poutrincourt, Jean de Biencourt, sieur de, 1557-1615",2
"Bly, Nellie, 1864-1922",2
Mentally ill -- Commitment and detention -- New York (State) -- History -- 19th century,2
Psychiatric hospitals -- New York (State) -- History -- 19th century,2
Psychiatric hospital care -- New York (State) -- History -- 19th century,2
Women -- Mental health services -- New York (State) -- History -- 19th century,2
Jamaica -- Fiction,2
Space pirates -- Juvenile fiction,2
Women -- Juvenile fiction,2
Australian wit and humor,2
"Justice, Administration of -- United States",2
Natural history -- Alaska,2
Manual training -- Methods and manuals,2
Longevity -- Early works to 1800,2
"Epic poetry, Latin -- Translations into Spanish",2
Food mixes,2
Catalan language -- Dialects -- Spain -- Valencia (Region),2
"Desbordes-Valmore, Marceline, 1786-1859",2
Seneca Indians -- Folklore,2
Women dancers -- Fiction,2
Leipzig (Germany) -- Fiction,2
"Prussia (Germany) -- History -- Frederick William III, 1797-1840 -- Fiction",2
Forecasting -- Fiction,2
Natural history -- Tropics,2
Tropics,2
"Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834 -- Travel -- United States",2
"Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834 -- Friends and associates",2
"Levasseur, Auguste, 1795-1878 -- Diaries",2
"Levasseur, Auguste, 1795-1878 -- Travel -- United States",2
"United States -- History -- Revolution, 1775-1783 -- Anniversaries, etc.",2
Church and education,2
Zorro (Fictitious character) -- Fiction,2
Masturbation -- Early works to 1800,2
Taxation -- Great Britain -- Early works to 1800,2
Megalithic monuments -- England -- Wiltshire -- Early works to 1800,2
Stonehenge (England) -- Early works to 1800,2
Wiltshire (England) -- Antiquities -- Early works to 1800,2
Worms,2
Duty -- Juvenile fiction,2
Counter-Reformation -- England -- Fiction,2
"Serbo-Bulgarian War, 1885 -- Drama",2
Italians -- Bulgaria -- Drama,2
Soldiers -- Bulgaria -- Drama,2
Bulgaria -- Drama,2
Great Britain -- Foreign relations -- Turkey,2
Turkey -- Foreign relations -- Great Britain,2
Yucatán (Mexico : State) -- Juvenile fiction,2
"Hardy, Thomas, 1840-1928",2
Distillation,2
East Indians -- Juvenile fiction,2
Himalaya Mountains -- Juvenile fiction,2
Burma -- Juvenile fiction,2
Ojibwa Indians -- Missions,2
Cree Indians -- Missions,2
Women patients -- New York (State) -- History -- 19th century,2
Flags -- United States -- Poetry,2
Indian pottery -- Panama,2
Chiriquí (Panama : Province) -- Antiquities,2
"Napoleon I, Emperor of the French, 1769-1821 -- Family",2
Indians of Central America -- Panama,2
"Joseph Bonaparte, King of Spain, 1768-1844",2
Bird Day,2
Cowboys -- Songs and music,2
"Folk songs, English -- West (U.S.)",2
India -- History -- Fiction,2
Peru -- History,2
Gardeners -- Juvenile fiction,2
"Surgery, Military",2
"Imlay, Gilbert, 1754?-1828? -- Correspondence",2
African American educators -- Biography,2
Borneo -- Juvenile fiction,2
Botanists -- Juvenile fiction,2
African Americans -- Texas -- Interviews,2
African Americans -- Texas -- History -- Sources,2
Istria (Croatia and Slovenia) -- Description and travel,2
Canada -- Politics and government -- 1841-1867,2
Bible. Job -- Illustrations,2
Great Britain. Army -- Colonial forces -- India -- Juvenile fiction,2
"Vertebrates, Fossil",2
Plague -- Prevention -- Early works to 1800,2
Biological weapons -- Fiction,2
"Artillery, Field and mountain",2
Astronomical models,2
English literature -- Bibliography,2
Self-confidence -- Fiction,2
Art and science,2
"Pescara, Ferdinando Francesco d'Avalos, marchese di, 1489-1525 -- Fiction",2
Alcott family,2
Cyprus -- Description and travel,2
Tyrol (Austria) -- History -- Uprising of 1809 -- Fiction,2
Olympics,2
Ceres (Dwarf planet) -- Fiction,2
English wit and humor -- Early works to 1800,2
Water -- Fiction,2
College graduates -- Fiction,2
"Henry VIII, King of England, 1491-1547 -- Fiction",2
"Arnold, Benedict, 1741-1801 -- Fiction",2
"Teignmouth, John Shore, Baron, 1751-1834",2
"Doring, Adele (Fictitious character) -- Juvenile fiction",2
Sunnyside Club (Imaginary organization) -- Juvenile fiction,2
Parks -- England -- London -- History,2
Chinese language -- Grammar,2
"Octavia, consort of Nero, Emperor of Rome, approximately 42-62 -- Drama",2
"France -- History, Military",2
"Whitman, Walt, 1819-1892 -- Criticism and interpretation",2
"Lewis, Meriwether, 1774-1809 -- Fiction",2
Frontier and pioneer life -- Northwestern States,2
Sects,2
Engineers -- Juvenile fiction,2
United States. Army. Cavalry -- Fiction,2
Art -- Portugal,2
Jam,2
Jelly,2
London (England) -- In literature,2
Gregorian chants -- History and criticism,2
Québec (Province) -- History,2
"Hymns, Welsh -- Translations into English",2
"Dickens, Charles, 1812-1870 -- Homes and haunts -- England -- London",2
Chester (England) -- Antiquities,2
Chicago (Ill.) -- Social conditions,2
Thought and thinking -- Juvenile fiction,2
Kolkata (India) -- Social life and customs,2
Oxford movement -- Fiction,2
Shetland (Scotland) -- History,2
Capitalism -- Fiction,2
"Art, Portuguese",2
Great Britain. Royal Navy -- Officers -- Juvenile fiction,2
Aboriginal Australians -- Juvenile fiction,2
Cycling,2
Sabbath -- Biblical teaching,2
"Christian heresies -- History -- Middle Ages, 600-1500",2
Death -- Religious aspects -- Christianity,2
"Fabre, Jean-Henri, 1823-1915",2
Entomologists -- France -- Biography,2
Paleontology -- Oligocene,2
Crayon drawing,2
"Epic poetry, Italian -- Translations into Dutch",2
Italian poetry -- To 1400 -- Translations into Dutch,2
Folklore -- Borneo,2
Mediterranean Sea -- Juvenile fiction,2
"Great Britain -- History -- Mary I, 1553-1558 -- Juvenile fiction",2
Inquisition -- Spain -- Juvenile fiction,2
Ladies' Home Journal,2
Urbino (Italy) -- Fiction,2
Penal colonies -- Australia -- New South Wales,2
Liverpool (England) -- History,2
"Poets, Scottish -- 18th century -- Biography",2
"Alfred, King of England, 849-899 -- Juvenile fiction",2
Hungarian drama,2
Church architecture -- Great Britain,2
Tuberculosis -- Prevention,2
"Wall Street (New York, N.Y.)",2
"Children's stories, Austrian",2
Science fiction poetry,2
Periodical editors -- United States -- Biography,2
Dutch Americans -- Biography,2
"Seven Years' War, 1756-1763 -- Fiction",2
"Bok, Edward William, 1863-1930",2
Reformation -- Germany -- Juvenile fiction,2
Black Forest (Germany) -- Juvenile fiction,2
Sahara -- Juvenile fiction,2
Missions -- Islands of the Pacific -- Juvenile fiction,2
Mexico -- Religion,2
"Kemble, Fanny, 1809-1893 -- Correspondence",2
"Juan, Don (Legendary character) -- Poetry",2
Social history -- 20th century,2
Klondike River Valley (Yukon) -- Gold discoveries -- Juvenile fiction,2
Joseph (Son of Jacob) -- Juvenile literature,2
"Nansen, Fridtjof, 1861-1930 -- Travel -- Arctic regions",2
Blasphemy -- Great Britain,2
"Perugino, approximately 1450-1523",2
Fungi,2
Jesus Christ -- Divinity,2
"Architecture, Norman",2
Kachinas,2
Hopi mythology,2
Archaeology -- Methodology,2
Shropshire (England) -- History,2
British -- Algeria -- Fiction,2
Health promotion,2
Amazon River -- Juvenile fiction,2
Gran Chaco -- Juvenile fiction,2
Shipwrecks -- Drama,2
Music -- Humor,2
Legends -- British Columbia -- Vancouver,2
"World War, 1914-1918 -- Veterans -- Drama",2
Singapore -- Description and travel,2
Sexually transmitted diseases -- History,2
Gunpowder -- Juvenile fiction,2
Cooking (Apples),2
"Forstner, Georg-Günther, Freiherr von, 1882-1940 -- Diaries",2
Submarine captains -- Germany -- Biography,2
Archipelagoes -- Sweden -- Fiction,2
Aristocracy (Social class) -- Sweden -- Fiction,2
"Windsor, Edward, Duke of, 1894-1972",2
"George IV, King of Great Britain, 1762-1830",2
War songs -- United States,2
United States -- History -- 1783-1865,2
Herbs,2
"Children's writings, English",2
"United States -- History, Military -- To 1900",2
"Montez, Lola, 1818-1861",2
Wealth -- Religious aspects -- Juvenile fiction,2
