Text#,Title,Language,Authors,Subjects,Bookshelves
44248,Telefoonissa: Yksinäytöksinen kuvaus,fi,"Benedictsson, Victoria, 1850-1888",One-act plays; Swedish drama -- Translations into Finnish,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
44249,"Detectives, Inc.: A Mystery Story for Boys",en,"Heyliger, William, 1884-1955",Detective and mystery stories; Blind -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
44250,Der König der dunklen Kammer,de,"Tagore, Rabindranath, 1861-1941; Lachmann, Hedwig, 1865-1918 [Translator]; Landauer, Gustav, 1870-1919 [Translator]","Tagore, Rabindranath, 1861-1941 -- Translations into German; Indic drama -- Translations into German; Bengali drama -- Translations into German",Browsing: Literature
44251,Kurze Aufsätze,de,"Kolb, Annette, 1870-1967",German essays -- 19th century,Browsing: History - General; Browsing: Literature
44252,"Richelieu: A Tale of France, v. 1/3",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",Browsing: Literature; Browsing: Fiction
44253,"Richelieu: A Tale of France, v. 2/3",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",Browsing: Literature; Browsing: Fiction
44254,"Richelieu: A Tale of France, v. 3/3",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",Browsing: Literature; Browsing: Fiction
44255,Histoires naturelles,fr,"Renard, Jules, 1864-1910",Animals -- Fiction,FR Nouvelles; Browsing: Literature; Browsing: Nature/Gardening/Animals; Browsing: Fiction
44256,Brown of Moukden: A Story of the Russo-Japanese War,en,"Strang, Herbert; Rainey, W. (William), 1852-1936 [Illustrator]","Russo-Japanese War, 1904-1905 -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: History - Warfare; Browsing: Fiction
44257,Cape Breton Tales,en,"Smith, Harry James, 1880-1918; Smith, Edith [Contributor]; Wiard, Oliver M. [Illustrator]",Short stories; Cape Breton Island (N.S.) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44258,Die Last,de,"Kolb, Annette, 1870-1967",German essays -- 20th century,Browsing: History - General; Browsing: Literature
44259,William Dwight Whitney,en,"Seymour, Thomas D. (Thomas Day), 1848-1907","Whitney, William Dwight, 1827-1894",Browsing: Biographies; Browsing: Language & Communication; Browsing: Literature
44260,Les Deux Rives: Roman,fr,"Vandérem, Fernand, 1864-1939",Paris (France) -- Social life and customs -- 19th century -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44261,History of the Pirates Who Infested the China Sea From 1807 to 1810,en,"Yüan, Yung-lun; Neumann, Karl Friedrich, 1793?-1870 [Translator]",Pirates -- China Sea,Browsing: Crime/Mystery; Browsing: History - European; Browsing: History - General
44262,The Spanish Brothers: A Tale of the Sixteenth Century,en,"Alcock, Deborah, 1835-1913",Historical fiction; Brothers -- Juvenile fiction; Inquisition -- Spain -- Juvenile fiction; Spain -- History -- Juvenile fiction; Reformation -- Spain -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: History - General; Browsing: Fiction
44263,500 of the Best Cockney War Stories,en,"Various; Hamilton, Ian, 1853-1947 [Contributor]; Thomas, Bert, 1883-1966 [Illustrator]","World War, 1914-1918 -- Personal narratives, British; World War, 1914-1918 -- Anecdotes",Browsing: History - General; Browsing: History - Warfare
44264,"The Eve of All-Hallows; Or, Adelaide of Tyrconnel, v. 3 of 3",en,"Hartstonge, Matthew Weld, 1773?-",Fiction,Browsing: Literature; Browsing: Fiction
44265,Siipirikko: Ernst Ahlgren kirjailijana ja ihmisenä,fi,"Krohn, Helmi, 1871-1967","Benedictsson, Victoria, 1850-1888",Browsing: Biographies; Browsing: Literature
44266,Katia,en,"Tolstoy, Leo, graf, 1828-1910",Man-woman relationships -- Fiction; Marriage -- Fiction; Russia -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44267,"Mr. Punch's History of Modern England, Vol. 1 (of 4).—1841-1857",en,"Graves, Charles L. (Charles Larcom), 1856-1944","Great Britain -- History -- Victoria, 1837-1901 -- Humor",Browsing: History - British; Browsing: Humour
44268,The Americans as they are,en,"Sealsfield, Charles, 1793-1864",United States -- Social life and customs -- 1783-1865; Mississippi River Valley -- Description and travel; Ohio River Valley -- Description and travel,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
44269,Famous Houses and Literary Shrines of London,en,"Adcock, Arthur St. John, 1864-1930; Adcock, Frederick, 1874-1944 [Illustrator]","Literary landmarks -- England -- London; London (England) -- Intellectual life; Authors, English -- Homes and haunts -- England -- London; Artists -- Homes and haunts -- England -- London",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography
44270,Mars and Its Mystery,en,"Morse, Edward Sylvester, 1838-1925",Mars (Planet),Browsing: Science - Astronomy; Browsing: Science - General
44271,Gesänge gegen den Tod,de,"Kölwel, Gottfried, 1889-1958",German poetry -- 20th century,Browsing: Literature; Browsing: Poetry
44272,Schwarz-Weiß-Rot: Grotesken,de,"Mynona, 1871-1946; Meidner, Ludwig, 1884-1966 [Illustrator]","Goethe, Johann Wolfgang von, 1749-1832 -- Miscellanea",Browsing: Language & Communication; Browsing: Literature
44273,Woman in Prison,en,"Woods, Caroline H.",Prisons -- United States; Women prisoners -- United States,Browsing: Culture/Civilization/Society; Browsing: Crime/Mystery; Browsing: Sociology
44274,My Adventures with Your Money,en,"Rice, George Graham",Speculation; Mineral industries -- Finance,Browsing: Business/Management; Browsing: Economics
44275,Fru Marie Grubbe: Interieurer fra det syttende Aarhundrede,da,"Jacobsen, J. P. (Jens Peter), 1847-1885","Biographical fiction; Grubbe, Marie, approximately 1640-1718 -- Fiction; Women -- Denmark -- Fiction; Denmark -- History -- 17th century -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Literature; Browsing: Fiction
44276,"The Toilet of Flora
or, A collection of the most simple and approved methods of preparing baths, essences, pomatums, powders, perfumes, and sweet-scented waters. With receipts for cosmetics of every kind, that can smooth and brighten the skin, give force to beauty, and take off the appearance of old age and decay",en,"Buc'hoz, Pierre-Joseph, 1731-1807","Cosmetics -- Early works to 1800; Perfumes -- Early works to 1800; Beauty, Personal -- Early works to 1800",Browsing: Cooking & Drinking; Browsing: Health & Medicine; Browsing: How To...
44277,"L'Illustration, No. 1609, 27 décembre 1873",fr,Various,Illustrated periodicals -- France,L'Illustration; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
44278,"From the Earth to the Moon, Direct in Ninety-Seven Hours and Twenty Minutes: and a Trip Round It",en,"Verne, Jules, 1828-1905; Hildibrand, Henri Théophile, 1824-1897 [Engraver]; Bayard, Émile Antoine, 1837-1891 [Illustrator]; Neuville, Alphonse Marie de, 1835-1885 [Illustrator]",Science fiction; Space flight to the moon -- Fiction; Moon -- Fiction; Space ships -- Fiction; Manned space flight -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
44279,"Harper's Young People, December 7, 1880
An Illustrated Monthly",en,Various,"Children's periodicals, American",Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference
44280,"The Life of the Rev. George Whitefield, Volume 1 (of 2)",en,"Tyerman, L. (Luke), 1820?-1889","Whitefield, George, 1714-1770",Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
44281,Recollections of the War of 1812,en,"Dunlop, William, 1792-1848; Colquhoun, A. H. U. (Arthur Hugh Urquhart), 1861-1936 [Contributor]",United States -- History -- War of 1812 -- Personal narratives,Browsing: History - American
44282,"The Life and Adventures of Ben Hogan, the Wickedest Man in the World",en,"Hogan, Ben (Benedict), 1841?-; Trainer, George Francis [Editor]","Hogan, Ben (Benedict), 1841?-",Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
44283,Ulla Fersen: Historiallinen novelli,fi,"Mellin, G. H. (Gustaf Henrik), 1803-1876; Lempiranta, Arvo, 1860-1914 [Translator]",Historical fiction; Swedish fiction -- Translations into Finnish,Browsing: History - General; Browsing: Literature; Browsing: Fiction
44284,Reminiscences of Glass-making,en,"Jarves, Deming, 1790-1869",Glass manufacture; Glass manufacture -- History,Browsing: Engineering & Construction; Browsing: History - General; Browsing: Science - General
44285,"Histoire de la prostitution chez tous les peuples du monde depuis l'antiquité la plus reculée jusqu'à nos jours, tome 5/6",fr,"Jacob, P. L., 1806-1884",Prostitution; Prostitution -- History,FR Peuples et Sociétés; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Sociology
44286,"""If Youth but Knew!""",en,"Castle, Agnes, 1860-1922; Castle, Egerton, 1858-1920; Speed, Lancelot, 1860-1931 [Illustrator]","Jérôme Bonaparte, King of Westphalia, 1784-1860 -- Fiction; Westphalia (Kingdom) -- Fiction",Browsing: History - European; Browsing: Literature; Browsing: Fiction
44287,The Insect,en,"Michelet, Jules, 1798-1874; Giacomelli, Hector, 1822-1904 [Illustrator]",Insects,Browsing: Nature/Gardening/Animals; Browsing: Science - General
44288,The Story of Blue-Beard,en,"Perrault, Charles, 1628-1703; Southall, Joseph E. [Illustrator]",Bluebeard (Legendary character) -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature
44289,An Outline of English Speech-craft,en,"Barnes, William, 1801-1886",English language -- Grammar,Browsing: Language & Communication; Browsing: Teaching & Education
44290,A King of Tyre: A Tale of the Times of Ezra and Nehemiah,en,"Ludlow, James M. (James Meeker), 1841-1932",Jewish fiction; Jews -- History -- 586 B.C.-70 A.D. -- Fiction; Tyre (Lebanon) -- Fiction,Browsing: History - Religious; Browsing: Literature; Browsing: Fiction
44291,The Potter and the Clay,en,"Winnington Ingram, Arthur F. (Arthur Foley), 1858-1946","Church of England -- Sermons; World War, 1914-1918 -- Sermons; Sermons, English -- 20th century",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Teaching & Education
44292,The Bruce,en,"Barbour, John, -1395; Mackenzie, W. M. (William Mackay), 1871-1952 [Editor]","Robert I, King of Scots, 1274-1329 -- Poetry; Scotland -- History -- Robert I, 1306-1329 -- Poetry; Scotland -- Kings and rulers -- Poetry",Browsing: History - European; Browsing: Poetry
44293,"Tom Fairfield in Camp; or, The Secret of the Old Mill",en,"Chapman, Allen",Boys -- Juvenile fiction; Camping -- Juvenile fiction; Treasure troves -- Juvenile fiction; Mystery fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
44294,The phantom violin,en,"Snell, Roy J. (Roy Judson), 1878-1959","Mystery and detective stories; Shipwrecks -- Juvenile fiction; Deep diving -- Juvenile fiction; Robinsonades; Salvage -- Juvenile fiction; Superior, Lake -- Description and travel -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Travel & Geography; Browsing: Fiction
44295,Candy Medication,en,"Fantus, Bernard, 1874-1940",Tablets (Medicine),Browsing: Health & Medicine
44296,"Twenty Years in Europe
A Consul-General's Memories of Noted People, with Letters From General W. T. Sherman",en,"Byers, S. H. M. (Samuel Hawkins Marshall), 1838-1933",Europe -- Description and travel,Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
44297,"Appletons' Popular Science Monthly, March 1899
Volume LIV, No. 5, March 1899",en,"Various; Youmans, William Jay, 1838-1901 [Editor]",Science -- Periodicals; Technology -- Periodicals,Browsing: Encyclopedias/Dictionaries/Reference
44298,Das Exemplar,de,"Kolb, Annette, 1870-1967",German fiction -- 20th century,Browsing: Literature; Browsing: Fiction
44299,"Hour of Enchantment
A Mystery Story for Girls",en,"Snell, Roy J. (Roy Judson), 1878-1959",Mystery and detective stories; Motion picture industry -- Juvenile fiction; Chinese -- Juvenile fiction; Fairs -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
44300,"Dernières Années de la Cour de Lunéville
Mme de Boufflers, ses enfants et ses amis",fr,"Maugras, Gaston, 1850-1927","Stanislaw I Leszczynski, King of Poland, 1677-1766; Boufflers, Marie Françoise Catherine de Beauvau, marquise de, 1711-1786","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Biographies; Browsing: History - European"
44301,Fierabras,fr,"Bagnyon, Jehan, 1412- [Compiler]","Charlemagne, Emperor, 742-814 -- Romances; France -- History -- To 987 -- Romances",FR Littérature; Browsing: History - General; Browsing: Literature; Browsing: Fiction
44302,"Plays by August Strindberg, Fourth Series",en,"Strindberg, August, 1849-1912; Björkman, Edwin, 1866-1951 [Translator]","Strindberg, August, 1849-1912 -- Translations into English; Swedish drama -- Translations into English",Browsing: Literature; Browsing: Fiction
44303,A Chambermaid's Diary,en,"Mirbeau, Octave, 1848-1917; Tucker, Benjamin Ricketson, 1854-1939 [Translator]",French fiction -- Translations into English,Browsing: Literature; Browsing: Fiction
44304,"The Deserter, and Other Stories: A Book of Two Wars",en,"Frederic, Harold, 1856-1898; Barnes, George Foster, 1869-1914 [Illustrator]; Gaul, Gilbert William, 1855-1919 [Illustrator]; Merrill, Frank T., 1848-1923 [Illustrator]; Sandham, Henry, 1842-1910 [Illustrator]","United States -- History -- Civil War, 1861-1865 -- Fiction; Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction",Browsing: History - American; Browsing: History - British; Browsing: Fiction
44305,El Mulato Plácido o El Poeta Mártir,es,"Lemoine, Joaquín",Historical fiction,Browsing: History - General; Browsing: Literature; Browsing: Fiction
44306,A Noble Queen: A Romance of Indian History (Volume 1 of 3),en,"Taylor, Meadows, 1808-1876","Chand Bibi, sultana, -1600 -- Fiction; Queens -- India -- Fiction",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44307,A. D. 2000,en,"Fuller, Alvarado M. (Alvarado Mortimer), 1851-1924; Bretsnyder, W. [Illustrator]",Fantasy fiction; Utopias -- Fiction; Utopian fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
44308,The Art of War in the Middle Ages A.D. 378-1515,en,"Oman, Charles, 1860-1946","Military history, Medieval; Military art and science -- History -- Medieval, 500-1500",Browsing: History - Medieval/The Middle Ages; Browsing: History - Warfare
44309,Escuela de Humorismo: Novelas.—Cuentos.,es,"Díaz-Caneja, Guillermo, 1876-1933","Spanish fiction; Humorous stories, Spanish",Browsing: Humour; Browsing: Literature; Browsing: Fiction
44310,"L'Illustration, No. 1606, 6 décembre 1873",fr,Various,Illustrated periodicals -- France,L'Illustration; Browsing: Art & Photography; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General
